id;processo;assunto;subarea;classe;juiz;vara;foro;digital;apensado_ao;controle;outros_assuntos;processo_principal;situacao;valor_da_acao;data_recebimento;tipo_recebimento;recurso
624417;00083324420188260577;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara do Juizado Especial Cível;Foro de São José dos Campos;TRUE;NA;2017/002945;Indenização por Dano Moral;1026112-14.2017.8.26.0577;NA;NA;2018-04-04;NA;NA
171711;00018572020188260077;Interpretação / Revisão de Contrato;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara Cível;Foro de Birigui;TRUE;NA;2014/002885;NA;1007291-12.2014.8.26.0077;NA;NA;2018-02-23;NA;NA
307283;00025370720188260238;Planos de Saúde;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;Juizado Especial Cível e Criminal;Foro de Ibiúna;TRUE;NA;2017/000806;NA;1002202-05.2017.8.26.0238;NA;NA;2018-10-15;NA;NA
34357;00075276720188260003;Fornecimento de Energia Elétrica;DIREITO DO CONSUMIDOR;Cumprimento Provisório de Decisão;NA;1ª Vara do Juizado Especial Cível;Foro Regional III - Jabaquara;TRUE;NA;2017/001708;NA;1007026-33.2017.8.26.0003;NA;NA;2018-06-25;NA;NA
597645;00006532620188260566;Inclusão Indevida em Cadastro de Inadimplentes;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Silvio Moura Sales;Vara do Juizado Especial Civel;Foro de São Carlos;TRUE;NA;2018/000139;NA;0000653-26.2018.8.26.0566;Extinto;19080;2018-01-23;Direcionada;NA
677707;00057875420188260624;Fornecimento de Energia Elétrica;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Marcelo Nalesso Salmaso;Vara do Juizado Especial Cível e Criminal;Foro de Tatuí;TRUE;NA;2018/002203;NA;0005787-54.2018.8.26.0624;Extinto;1067.92;2018-07-04;Livre;NA
423495;00131795820188260361;Bancários;DIREITO DO CONSUMIDOR;Cumprimento Provisório de Decisão;NA;3ª Vara Cível;Foro de Mogi das Cruzes;TRUE;NA;2017/002094;NA;1019850-17.2017.8.26.0361;NA;NA;2018-08-17;NA;NA
443581;00044849520188260400;Planos de Saúde;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara Cível;Foro de Olímpia;TRUE;NA;2015/000244;NA;1000585-77.2015.8.26.0400;NA;5298.76;2018-10-10;NA;NA
52544;00061782020188260006;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara do Juizado Especial Cível;Foro Regional VI - Penha de França;TRUE;NA;2017/001987;NA;1006587-13.2017.8.26.0006;NA;7636.66;2018-05-29;NA;NA
385525;00121985520188260320;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara Cível;Foro de Limeira;TRUE;1009583-46.2016.8.26.0320;2016/002041;NA;1009583-46.2016.8.26.0320;NA;NA;2018-07-03;NA;NA
146133;00024593820188260068;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Telma Berkelmans dos Santos;Vara do Juizado Especial Cível e Criminal;Foro de Barueri;TRUE;NA;2018/000723;NA;0002459-38.2018.8.26.0068;NA;780;2018-02-28;Livre;NA
484031;00151197920188260451;Inclusão Indevida em Cadastro de Inadimplentes;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara Cível;Foro de Piracicaba;TRUE;NA;2015/001544;NA;1013677-66.2015.8.26.0451;NA;NA;2018-09-20;NA;NA
277850;00121559620188260198;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Melina de Medeiros Ros;Vara do Juizado Especial Cível e Criminal;Foro de Franco da Rocha;TRUE;NA;2018/001474;NA;0012155-96.2018.8.26.0198;NA;11100;2018-10-16;Livre;NA
154524;00063981720188260071;Estabelecimentos de Ensino;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Rodrigo Otávio Machado de Melo;Vara Juizado Especial Cível Anexo Poupatempo;Foro de Bauru;TRUE;NA;2018/000575;NA;0006398-17.2018.8.26.0071;Em grau de recurso;19080;2018-03-09;Livre;NA
47793;00069351720188260005;Inclusão Indevida em Cadastro de Inadimplentes;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;4ª Vara Cível;Foro Regional V - São Miguel Paulista;TRUE;1014154-35.2016.8.26.0005;2016/001960;NA;1014154-35.2016.8.26.0005;NA;6759.11;2018-03-26;NA;NA
175398;00101091220188260077;Planos de Saúde;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;3ª Vara Cível;Foro de Birigui;TRUE;NA;2017/003237;NA;1010700-88.2017.8.26.0077;NA;NA;2018-10-22;NA;NA
23022;00028838420188260002;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Carlos José Gavira;Juizado Especial Cível;CIC Feitiço da Vila - Foro Regional II - Santo Amaro;TRUE;NA;2018/000115;NA;0002883-84.2018.8.26.0002;Extinto;19080;2018-02-01;Livre;NA
177276;00019740520188260079;Contratos de Consumo;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;FABIO FERNANDES LIMA;CEJUSC (Pré-Processual);Foro de Botucatu;TRUE;NA;2018/000734;NA;0001974-05.2018.8.26.0079;Extinto;NA;2018-03-01;Livre;NA
275537;00066234720188260197;Inclusão Indevida em Cadastro de Inadimplentes;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;ALEXANDRE PEREIRA DA SILVA;Vara do Juizado Especial Cível e Criminal;Foro de Francisco Morato;TRUE;NA;2018/001280;NA;0006623-47.2018.8.26.0197;NA;19080;2018-12-13;Livre;NA
31527;00140924720188260003;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara do Juizado Especial Cível;Foro Regional III - Jabaquara;TRUE;NA;2018/001898;NA;1007516-21.2018.8.26.0003;NA;NA;2018-11-06;NA;NA
642396;00033903620188260587;Fornecimento de Energia Elétrica;DIREITO DO CONSUMIDOR;Cumprimento de sentença;André Quintela Alves Rodrigues;Juizado Especial Cível e Criminal;Foro de São Sebastião;TRUE;NA;2016/000815;NA;0001960-20.2016.8.26.0587;NA;NA;2018-10-17;NA;NA
4503;00197817820188260001;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Jorge Alberto Quadros de Carvalho Silva;CEJUSC (Pré-Processual);Foro Regional I - Santana;TRUE;NA;2018/001713;NA;0019781-78.2018.8.26.0001;Extinto;NA;2018-08-07;Direcionada;NA
665953;00009622420188260606;Inclusão Indevida em Cadastro de Inadimplentes;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara Cível;Foro de Suzano;TRUE;NA;2014/000808;NA;1002545-66.2014.8.26.0606;NA;NA;2018-01-29;NA;NA
353083;00053918820188260297;Bancários;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;Vara do Juizado Especial Cível e Criminal;Foro de Jales;TRUE;NA;2018/001664;NA;1003025-59.2018.8.26.0297;NA;NA;2018-10-24;NA;NA
635041;00211364420188260577;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Marcos Alexandre Bronzatto Pagan;2ª Vara do Juizado Especial Cível;Foro de São José dos Campos;TRUE;NA;2018/002199;NA;0021136-44.2018.8.26.0577;NA;4180;2018-08-17;Livre;NA
337285;00047176120188260281;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;JULIANA FRANCA BASSETTO DINIZ JUNQUEIRA;Vara do Juizado Especial Cível e Criminal;Foro de Itatiba;TRUE;NA;2018/001113;NA;0004717-61.2018.8.26.0281;Extinto;2066;2018-08-16;Livre;NA
589851;00195285020188260564;Turismo;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;4ª Vara Cível;Foro de São Bernardo do Campo;TRUE;NA;2016/000157;NA;1002102-76.2016.8.26.0564;NA;17795.3;2018-07-16;NA;NA
51516;00044244320188260006;Assinatura Básica Mensal;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara do Juizado Especial Cível;Foro Regional VI - Penha de França;TRUE;NA;2017/001017;NA;1003341-09.2017.8.26.0006;NA;NA;2018-04-17;NA;NA
620104;00365058120188260576;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Cristiano de Castro Jarreta Coelho;Vara do Juizado Especial Cível;Foro de São José do Rio Preto;TRUE;NA;2018/009426;NA;0036505-81.2018.8.26.0576;NA;1000;2018-12-07;Livre;NA
33667;00052550320188260003;DIREITO DO CONSUMIDOR;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara Cível;Foro Regional III - Jabaquara;TRUE;NA;2014/001413;NA;0004846-61.2017.8.26.0003;NA;NA;2018-04-23;NA;NA
223129;00035282520188260127;Assinatura Básica Mensal;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;PAULO RICARDO CURSINO DE MOURA;Vara do Juizado Especial Cível e Criminal;Foro de Carapicuíba;TRUE;NA;2018/001029;NA;0003528-25.2018.8.26.0127;Extinto;857.54;2018-04-16;Livre;NA
307232;00024400720188260238;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;AUGUSTO BRUNO MANDELLI;Juizado Especial Cível e Criminal;Foro de Ibiúna;TRUE;NA;2018/001113;NA;0002440-07.2018.8.26.0238;NA;1616.29;2018-10-15;Livre;NA
546646;00034734120188260526;Contratos de Consumo;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Cleber de Oliveira Sanches;CEJUSC (Pré-Processual);Foro de Salto;TRUE;NA;2018/000685;NA;0003473-41.2018.8.26.0526;Extinto;NA;2018-08-17;Direcionada;NA
143775;00060917820188260066;Inclusão Indevida em Cadastro de Inadimplentes;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;3ª Vara Cível;Foro de Barretos;TRUE;1006758-81.2017.8.26.0066;2017/001875;NA;1006758-81.2017.8.26.0066;NA;NA;2018-07-20;NA;NA
100410;00006452320188260025;DIREITO DO CONSUMIDOR;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;Vara Única;Foro de Angatuba;TRUE;NA;2015/002681;NA;1000938-78.2015.8.26.0025;NA;NA;2018-04-27;NA;NA
74564;00041333720188260008;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara do Juizado Especial Cível;Foro Regional VIII - Tatuapé;TRUE;NA;2017/002575;NA;0004466-23.2017.8.26.0008;NA;NA;2018-05-16;NA;NA
635432;00259275620188260577;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Elaine Cristina Pazzini Cavalcante;1ª Vara do Juizado Especial Cível;Foro de São José dos Campos;TRUE;NA;2018/002723;NA;0025927-56.2018.8.26.0577;Extinto;3500;2018-10-01;Livre;NA
603797;00019878920188260568;Bancários;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;Vara do Juizado Especial Cível , Criminal e da Fazenda Pública;Foro de São João da Boa Vista;TRUE;NA;2009/000025;NA;0013019-43.2008.8.26.0568;NA;NA;2018-04-24;NA;NA
616822;00017027220188260576;Responsabilidade do Fornecedor;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;Vara do Juizado Especial Cível;Foro de São José do Rio Preto;TRUE;NA;2016/002095;NA;1016608-21.2016.8.26.0576;NA;NA;2018-01-17;NA;NA
68302;00150225320188260007;Estabelecimentos de Ensino;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;Vara do Juizado Especial Cível;Foro Regional VII - Itaquera;TRUE;NA;2018/000504;NA;1001202-47.2018.8.26.0007;NA;NA;2018-07-04;NA;NA
49276;00001807120188260006;Práticas Abusivas;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;3ª Vara Cível;Foro Regional VI - Penha de França;TRUE;NA;2016/000574;NA;1004054-18.2016.8.26.0006;NA;NA;2017-12-19;NA;NA
388229;00007239620188260322;Planos de Saúde;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara Cível;Foro de Lins;TRUE;NA;2013/001701;NA;4001839-45.2013.8.26.0322;NA;1295.15;2018-01-31;NA;NA
295941;00153890820188260224;Produto Impróprio;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara Cível;Foro de Guarulhos;TRUE;NA;2013/002770;NA;4035764-35.2013.8.26.0224;NA;2384.17;2018-04-09;NA;NA
595671;00068223220188260565;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento Provisório de Sentença;NA;5ª Vara Cível;Foro de São Caetano do Sul;TRUE;NA;2016/000125;NA;1000699-69.2016.8.26.0565;NA;NA;2018-08-20;NA;NA
29536;00080975320188260003;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Marcos Blank Gonçalves;Juizado Especial Cível Anexo UNIP;Foro Regional III - Jabaquara;TRUE;NA;2018/000721;NA;0008097-53.2018.8.26.0003;Extinto;5193.13;2018-07-06;Livre;NA
668050;00079072720188260606;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Ricardo Tseng Kuei Hsu;Vara do Juizado Especial Cível e Criminal;Foro de Suzano;TRUE;NA;2018/002553;NA;0007907-27.2018.8.26.0606;NA;159.87;2018-08-31;Livre;NA
253254;00004023820188260168;Contratos de Consumo;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;MARCUS FRAZÃO FROTA;Centro Jud. de Solução de Conflitos e Cidadania;Foro de Dracena;TRUE;NA;2018/000050;Compra e Venda;0000402-38.2018.8.26.0168;Extinto;NA;2018-01-22;Direcionada;NA
607127;00104664720188260576;Bancários;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;4ª Vara Cível;Foro de São José do Rio Preto;TRUE;NA;2011/000167;NA;0004511-79.2011.8.26.0576;NA;NA;2018-04-05;NA;NA
464264;00004655920188260428;Contratos de Consumo;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Marta Brandão Pistelli;CEJUSC (Pré-Processual);Foro de Paulínia;TRUE;NA;2018/000139;NA;0000465-59.2018.8.26.0428;Extinto;200;2018-02-05;Livre;NA
31688;00145073020188260003;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;3ª Vara Cível;Foro Regional III - Jabaquara;TRUE;NA;2014/001964;NA;1014331-73.2014.8.26.0003;NA;NA;2018-11-19;NA;NA
112369;00044703620188260037;Consórcio;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;Vara do Juizado Especial Cível;Foro de Araraquara;TRUE;NA;2017/001776;NA;1012909-53.2017.8.26.0037;NA;NA;2018-04-05;NA;NA
62748;00252387320188260007;Empréstimo consignado;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;3ª Vara Cível;Foro Regional VII - Itaquera;TRUE;NA;2017/002143;NA;1020945-77.2017.8.26.0007;NA;NA;2018-11-06;NA;NA
570300;00154813920188260562;Interpretação / Revisão de Contrato;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;4ª Vara Cível;Foro de Santos;TRUE;1031919-31.2015.8.26.0562;2015/001701;NA;1031919-31.2015.8.26.0562;NA;NA;2018-07-23;NA;NA
482325;00056154920188260451;Assinatura Básica Mensal;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;GUILHERME LOPES ALVES LAMAS;Vara do Juizado Especial Cível e Criminal;Foro de Piracicaba;TRUE;NA;2018/001336;NA;0005615-49.2018.8.26.0451;NA;6115.67;2018-04-13;Livre;NA
351033;00014547020188260297;DIREITO DO CONSUMIDOR;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;Vara do Juizado Especial Cível e Criminal;Foro de Jales;TRUE;NA;2015/007108;NA;1003576-44.2015.8.26.0297;NA;NA;2018-03-20;NA;NA
694017;00009799520188260659;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Juan Paulo Haye Biazevic;Vara do Juizado Especial Cível e Criminal;Foro de Vinhedo;TRUE;NA;2018/000234;NA;0000979-95.2018.8.26.0659;Extinto;2035;2018-03-27;Livre;NA
225335;00097008020188260127;Consórcio;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara Cível;Foro de Carapicuíba;TRUE;NA;2018/000267;NA;1001078-92.2018.8.26.0127;NA;7641.67;2018-10-01;NA;NA
332153;00091285920188260278;Fornecimento de Energia Elétrica;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Fernando Luiz Batalha Navajas;Vara do Juizado Especial Cível e Criminal;Foro de Itaquaquecetuba;TRUE;NA;2018/003041;NA;0009128-59.2018.8.26.0278;Em grau de recurso;954;2018-07-30;Direcionada;NA
534033;00030391520188260506;Fornecimento de Energia Elétrica;DIREITO DO CONSUMIDOR;Cumprimento de sentença;Alexandre Gonzaga Baptista dos Santos;10ª Vara Cível;Foro de Ribeirão Preto;TRUE;NA;2017/002034;Honorários Advocatícios;1040922-13.2017.8.26.0506;NA;NA;2018-01-24;NA;NA
341552;00064331120188260286;Fornecimento de Energia Elétrica;DIREITO DO CONSUMIDOR;Incidente de Desconsideração de Personalidade Jurídica;NA;1ª Vara Cível;Foro de Itu;FALSE;NA;2011/000179;NA;0001363-57.2011.8.26.0286;NA;NA;2018-11-13;NA;NA
204030;00202256320188260114;Planos de Saúde;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Venilton Cavalcante Marrera;CEJUSC (Pré-Processual);Foro de Campinas;TRUE;NA;2018/001453;NA;0020225-63.2018.8.26.0114;Extinto;NA;2018-06-12;Direcionada;NA
380842;00149162520188260320;Estabelecimentos de Ensino;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;GUILHERME SALVATTO WHITAKER;CEJUSC (Pré-Processual);Foro de Limeira;TRUE;NA;2018/004935;NA;0014916-25.2018.8.26.0320;Extinto;NA;2018-08-20;Direcionada;NA
12340;00228294520188260001;Estabelecimentos de Ensino;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;9ª Vara Cível;Foro Regional I - Santana;TRUE;NA;2017/002570;NA;1037033-14.2017.8.26.0001;NA;NA;2018-09-05;NA;NA
250723;00114666620188260161;Extravio de bagagem;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Luiz Fernando Parreira Milena;Vara do Juizado Especial Cível;Foro de Diadema;TRUE;NA;2018/002587;NA;0011466-66.2018.8.26.0161;NA;6000;2018-08-14;Livre;NA
477498;00015528120188260450;Inclusão Indevida em Cadastro de Inadimplentes;DIREITO DO CONSUMIDOR;Cumprimento Provisório de Sentença;NA;Juizado Especial Cível e Criminal;Foro de Piracaia;TRUE;NA;2017/001202;NA;1002534-15.2017.8.26.0450;NA;NA;2018-09-06;NA;NA
695175;00031996620188260659;Estabelecimentos de Ensino;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Juan Paulo Haye Biazevic;Vara do Juizado Especial Cível e Criminal;Foro de Vinhedo;TRUE;NA;2018/001115;NA;0003199-66.2018.8.26.0659;NA;3942.4;2018-09-11;Livre;NA
446386;00000098120188260405;Estabelecimentos de Ensino;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;Vara do Juizado Especial Cível;Foro de Osasco;TRUE;NA;2017/004061;NA;0020847-79.2017.8.26.0405;NA;NA;2018-01-08;NA;NA
516739;00160092220188260482;Planos de Saúde;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara Cível;Foro de Presidente Prudente;TRUE;NA;2004/000517;NA;0003397-43.2004.8.26.0482;NA;NA;2018-08-30;NA;NA
398239;00174185920188260344;Dever de Informação;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara Cível;Foro de Marília;TRUE;NA;2017/001078;NA;1015415-51.2017.8.26.0344;NA;NA;2018-10-09;NA;NA
14834;00066304220188260002;Contratos de Consumo;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;11ª Vara Cível;Foro Regional II - Santo Amaro;TRUE;NA;2016/000513;NA;1005934-57.2016.8.26.0002;NA;NA;2018-03-06;NA;NA
204840;00298892120188260114;Planos de Saúde;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Venilton Cavalcante Marrera;CEJUSC (Pré-Processual);Foro de Campinas;TRUE;NA;2018/002219;NA;0029889-21.2018.8.26.0114;Extinto;NA;2018-08-21;Direcionada;NA
39281;00041343420188260004;Estabelecimentos de Ensino;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara do Juizado Especial Cível;Foro Regional IV - Lapa;TRUE;NA;2017/004767;NA;0009529-41.2017.8.26.0004;NA;NA;2018-04-12;NA;NA
9476;00106724020188260001;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Pedro Rebello Bortolini;1ª Vara do Juizado Especial Cível;Foro Regional I - Santana;TRUE;NA;2018/001641;NA;0010672-40.2018.8.26.0001;Extinto;1356.41;2018-04-24;Direcionada;NA
573175;00103187820188260562;Responsabilidade do Fornecedor;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;10ª Vara Cível;Foro de Santos;TRUE;NA;2016/000568;NA;1010379-87.2016.8.26.0562;NA;NA;2018-05-18;NA;NA
55860;00015351620188260007;Inclusão Indevida em Cadastro de Inadimplentes;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;5ª Vara Cível;Foro Regional VII - Itaquera;TRUE;NA;2017/000058;NA;0026956-42.2017.8.26.0007;NA;NA;2018-01-23;NA;NA
18157;00387227320188260002;DIREITO DO CONSUMIDOR;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;5ª Vara Cível;Foro Regional II - Santo Amaro;TRUE;NA;2014/001792;NA;1023210-72.2014.8.26.0002;NA;6905.91;2018-11-22;NA;NA
250773;00116250920188260161;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Luiz Fernando Parreira Milena;Vara do Juizado Especial Cível;Foro de Diadema;TRUE;NA;2018/002625;NA;0011625-09.2018.8.26.0161;NA;19080;2018-08-16;Livre;NA
251743;00147516720188260161;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Luiz Fernando Parreira Milena;Vara do Juizado Especial Cível;Foro de Diadema;TRUE;NA;2018/003335;NA;0014751-67.2018.8.26.0161;NA;17086;2018-10-18;Livre;NA
262750;00051245220188260189;Responsabilidade do Fornecedor;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;2ª Vara Cível;Foro de Fernandópolis;TRUE;NA;2016/000545;NA;1003043-84.2016.8.26.0189;NA;NA;2018-09-06;NA;NA
556069;00013724720188260553;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Viviane Cristina Parizotto Ferreira;Juizado Especial Cível;Foro de Santo Anastácio;TRUE;NA;2018/000841;NA;0001372-47.2018.8.26.0553;NA;3339.49;2018-08-08;Livre;NA
557855;00068936720188260554;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Ana Claudia dos Santos Sillas;Vara do Juizado Especial Cível;Foro de Santo André;TRUE;NA;2018/001322;NA;0006893-67.2018.8.26.0554;Extinto;3039.1;2018-04-04;Livre;NA
99890;00086373820188260024;Contratos de Consumo;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara;Foro de Andradina;TRUE;NA;2016/001957;NA;1003409-36.2016.8.26.0024;NA;NA;2018-11-27;NA;NA
294084;00417852220188260224;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Vera Lúcia Calviño de Campos;2ª Vara do Juizado Especial Cível;Foro de Guarulhos;FALSE;NA;2018/002589;NA;0041785-22.2018.8.26.0224;NA;3175.15;2018-10-03;Livre;NA
656374;00126231220188260602;Estabelecimentos de Ensino;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;2ª Vara do Juizado Especial Cível;Foro de Sorocaba;TRUE;NA;2017/001845;Obrigação de Fazer / Não Fazer;1025972-02.2017.8.26.0602;NA;8500;2018-06-20;NA;NA
616859;00020967920188260576;DIREITO DO CONSUMIDOR;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;7ª Vara Cível;Foro de São José do Rio Preto;TRUE;NA;2015/001181;NA;1016077-66.2015.8.26.0576;NA;NA;2017-12-11;NA;NA
592816;00014189720188260565;DIREITO DO CONSUMIDOR;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;3ª Vara Cível;Foro de São Caetano do Sul;TRUE;NA;2015/000621;NA;1003238-42.2015.8.26.0565;NA;NA;2018-03-05;NA;NA
499452;00015217720188260477;DIREITO DO CONSUMIDOR;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;João Luciano Sales do Nascimento;CEJUSC (Pré-Processual);Foro de Praia Grande;TRUE;NA;2018/000425;NA;0001521-77.2018.8.26.0477;Extinto;4690;2018-02-08;Direcionada;NA
615311;00238281920188260576;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;Vara do Juizado Especial Cível;Foro de São José do Rio Preto;TRUE;NA;2018/001668;NA;0006167-27.2018.8.26.0576;NA;NA;2018-08-02;NA;NA
247029;00000284320188260161;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Incidente de Desconsideração de Personalidade Jurídica;NA;1ª Vara Cível;Foro de Diadema;TRUE;1012355-42.2014.8.26.0161;2014/001979;NA;1012355-42.2014.8.26.0161;NA;NA;2017-12-21;NA;NA
99962;00087586620188260024;Contratos de Consumo;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;2ª Vara;Foro de Andradina;TRUE;NA;2016/002145;NA;1004009-57.2016.8.26.0024;NA;NA;2018-12-03;NA;NA
220699;00074091320188260126;Abatimento proporcional do preço;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Fábio Bernardes de Oliveira Filho;CEJUSC (Pré-Processual);Foro de Caraguatatuba;TRUE;NA;2018/001220;NA;0007409-13.2018.8.26.0126;Extinto;NA;2018-08-30;Livre;NA
677341;00046702820188260624;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;3ª Vara Cível;Foro de Tatuí;TRUE;NA;2017/001408;NA;1004034-79.2017.8.26.0624;NA;NA;2018-05-23;NA;NA
5558;00242827520188260001;Contratos de Consumo;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Jorge Alberto Quadros de Carvalho Silva;CEJUSC (Pré-Processual);Foro Regional I - Santana;TRUE;NA;2018/002175;NA;0024282-75.2018.8.26.0001;Extinto;NA;2018-09-27;Direcionada;NA
422493;00078263720188260361;Substituição do Produto;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Ana Carmem de Souza Silva;CEJUSC (Pré-Processual);Foro de Mogi das Cruzes;TRUE;NA;2018/000259;NA;0007826-37.2018.8.26.0361;Extinto;700;2018-05-22;Direcionada;NA
