id;processo;assunto;subarea;classe;juiz;vara;foro;digital;apensado_ao;controle;outros_assuntos;processo_principal;situacao;valor_da_acao;data_recebimento;tipo_recebimento;recurso
49512;00006864720188260006;Bancários;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;ANDERSON ANTONUCCI;1ª Vara do Juizado Especial Cível;Foro Regional VI - Penha de França;TRUE;NA;2018/000236;NA;0000686-47.2018.8.26.0006;NA;1894.63;2018-01-29;Livre;NA
207205;00117493620188260114;Fornecimento de Água;DIREITO DO CONSUMIDOR;Cumprimento de sentença;Geraldo Fernandes Ribeiro do Vale;5ª Vara Cível;Foro de Campinas;TRUE;NA;2016/001281;NA;1022365-24.2016.8.26.0114;NA;NA;2018-03-08;NA;NA
565942;00170968820188260554;Estabelecimentos de Ensino;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;8ª Vara Cível;Foro de Santo André;TRUE;1005112-90.2018.8.26.0554;2018/000317;NA;1005112-90.2018.8.26.0554;NA;NA;2018-07-20;NA;NA
348386;00089818820188260292;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;PAULO ROBERTO CICHITOSI;Vara do Juizado Especial Cível e Criminal;Foro de Jacareí;TRUE;NA;2018/003146;NA;0008981-88.2018.8.26.0292;NA;5859.36;2018-10-31;Livre;NA
86413;00073828420188260011;Planos de Saúde;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;5ª Vara Cível;Foro Regional XI - Pinheiros;TRUE;NA;2018/000748;NA;1005114-40.2018.8.26.0011;NA;1316.52;2018-09-11;NA;NA
389519;00033853320188260322;Bancários;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;3ª Vara Cível;Foro de Lins;TRUE;NA;2017/000032;NA;1000148-08.2017.8.26.0322;NA;NA;2018-05-18;NA;NA
22136;00357339420188260002;Assinatura Básica Mensal;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Claudia Marina Maimone Spagnuolo;CEJUSC (Pré-Processual);Foro Regional II - Santo Amaro;TRUE;NA;2018/003730;NA;0035733-94.2018.8.26.0002;Extinto;NA;2018-10-22;Livre;NA
524155;00002478820188260506;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;VINICIUS RODRIGUES VIEIRA;Juizado Especial Cível Anexo UNIP;Foro de Ribeirão Preto;TRUE;NA;2018/000003;NA;0000247-88.2018.8.26.0506;NA;4890;2018-01-09;Direcionada;NA
115998;00124876120188260037;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;ROGERIO BELLENTANI ZAVARIZE;Vara do Juizado Especial Cível;Foro de Araraquara;TRUE;NA;2018/002014;NA;0012487-61.2018.8.26.0037;NA;15446.55;2018-10-10;Livre;NA
330299;00038689820188260278;Fornecimento de Energia Elétrica;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Fernando Luiz Batalha Navajas;Vara do Juizado Especial Cível e Criminal;Foro de Itaquaquecetuba;TRUE;NA;2018/001455;NA;0003868-98.2018.8.26.0278;NA;1315.8;2018-04-04;Livre;NA
190510;00013672920188260099;Planos de Saúde;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;4ª Vara Cível;Foro de Bragança Paulista;TRUE;NA;2016/002229;NA;1008666-11.2016.8.26.0099;NA;NA;2018-02-20;NA;NA
439834;00023536820188260394;Bancários;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;2ª Vara Judicial;Foro de Nova Odessa;TRUE;NA;2017/001081;NA;1001310-16.2017.8.26.0394;NA;NA;2018-09-20;NA;NA
161346;00208798220188260071;Serviços Profissionais;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;2ª Vara do Juizado Especial Cível;Foro de Bauru;TRUE;NA;2018/000460;NA;1006403-22.2018.8.26.0071;NA;NA;2018-08-02;NA;NA
474914;00017252320188260445;Substituição do Produto;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;HELIO APARECIDO FERREIRA DE SENA;CEJUSC (Pré-Processual);Foro de Pindamonhangaba;TRUE;NA;2018/000320;NA;0001725-23.2018.8.26.0445;Extinto;1317.6;2018-03-28;Direcionada;NA
227084;00020229620188260132;Contratos de Consumo;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;JOSE ROBERTO LOPES FERNANDES;CEJUSC (Pré-Processual);Foro de Catanduva;TRUE;NA;2018/000163;NA;0002022-96.2018.8.26.0132;Extinto;NA;2018-03-12;Direcionada;NA
395178;00028409120188260344;Atraso de vôo;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;José Antonio Bernardo;CEJUSC (Pré-Processual);Foro de Marília;TRUE;NA;2018/000519;NA;0002840-91.2018.8.26.0344;Extinto;258.5;2018-02-19;Direcionada;NA
297597;00391662220188260224;Planos de Saúde;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;MIRIAN KEIKO SANCHES MACEDO;3ª Vara do Juizado Especial Cível;Foro de Guarulhos;FALSE;NA;2018/002418;NA;0039166-22.2018.8.26.0224;NA;3172.44;2018-09-18;Livre;NA
635113;00219696220188260577;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;6ª Vara Cível;Foro de São José dos Campos;TRUE;NA;2016/000058;NA;1032984-16.2015.8.26.0577;NA;NA;2018-08-27;NA;NA
560777;00206027220188260554;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;Vara do Juizado Especial Cível;Foro de Santo André;TRUE;NA;2018/002046;NA;0010681-89.2018.8.26.0554;NA;NA;2018-09-17;NA;NA
656224;00118731020188260602;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;2ª Vara do Juizado Especial Cível;Foro de Sorocaba;TRUE;NA;2017/001454;NA;1020177-15.2017.8.26.0602;NA;NA;2018-06-04;NA;NA
225321;00096505420188260127;Planos de Saúde;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;2ª Vara Cível;Foro de Carapicuíba;TRUE;1003013-07.2017.8.26.0127;2017/000796;NA;1003013-07.2017.8.26.0127;NA;NA;2018-10-03;NA;NA
96210;00039693020188260022;Contratos de Consumo;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Fabiola Brito do Amaral;CEJUSC (Pré-Processual);Foro de Amparo;TRUE;NA;2018/000614;NA;0003969-30.2018.8.26.0022;Extinto;408;2018-11-08;Direcionada;NA
272849;00170414720188260196;Empréstimo consignado;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;3ª Vara Cível;Foro de Franca;TRUE;NA;2017/001354;NA;1017273-76.2017.8.26.0196;NA;NA;2018-10-03;NA;NA
8116;00046410420188260001;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Amanda Eiko Sato;1ª Vara do Juizado Especial Cível;Foro Regional I - Santana;TRUE;NA;2018/000702;NA;0004641-04.2018.8.26.0001;Extinto;6032.37;2018-02-23;Direcionada;NA
249904;00087211620188260161;Estabelecimentos de Ensino;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Luiz Fernando Parreira Milena;Vara do Juizado Especial Cível;Foro de Diadema;TRUE;NA;2018/001926;NA;0008721-16.2018.8.26.0161;NA;2102.16;2018-06-20;Livre;NA
500790;00071312620188260477;Fornecimento de Água;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;2ª Vara Cível;Foro de Praia Grande;TRUE;NA;2016/002118;NA;1010409-86.2016.8.26.0477;NA;NA;2018-04-24;NA;NA
443078;00033668420188260400;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Maria Heloisa Nogueira Ribeiro Machado Soares;CEJUSC (Pré-Processual);Foro de Olímpia;TRUE;NA;2018/000607;NA;0003366-84.2018.8.26.0400;Extinto;NA;2018-07-30;Direcionada;NA
455587;00094014520188260405;Inclusão Indevida em Cadastro de Inadimplentes;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;2ª Vara Cível;Foro de Osasco;TRUE;NA;2016/001842;NA;1017195-71.2016.8.26.0405;NA;NA;2018-04-06;NA;NA
66388;00086603520188260007;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Eduardo Francisco Marcondes;CEJUSC (Pré-Processual);Foro Regional VII - Itaquera;TRUE;NA;2018/001041;NA;0008660-35.2018.8.26.0007;NA;NA;2018-04-19;Direcionada;NA
61439;00203878820188260007;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Maria Cecilia Cesar Schiesari;1ª Vara do Juizado Especial Cível;Foro Regional IX - Vila Prudente;TRUE;NA;2018/002258;NA;0020387-88.2018.8.26.0007;NA;954;2018-09-12;Livre;NA
129530;00058003520188260048;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;Vara do Juizado Especial Cível e Criminal;Foro de Atibaia;TRUE;NA;2018/001036;NA;0002738-84.2018.8.26.0048;NA;879.53;2018-08-20;NA;NA
451804;00185194520188260405;Transporte Aéreo;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;Vara do Juizado Especial Cível;Foro de Osasco;TRUE;NA;2018/000598;NA;1002316-88.2018.8.26.0405;NA;NA;2018-07-03;NA;NA
437628;00011122220188260374;Bancários;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;Vara Única;Foro de Morro Agudo;TRUE;NA;2012/000370;NA;0000734-76.2012.8.26.0374;NA;NA;2018-08-15;NA;NA
212702;00312897020188260114;Planos de Saúde;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Venilton Cavalcante Marrera;CEJUSC (Pré-Processual);Foro de Campinas;TRUE;NA;2018/002348;NA;0031289-70.2018.8.26.0114;Extinto;NA;2018-08-31;Direcionada;NA
299571;00146478020188260224;Inclusão Indevida em Cadastro de Inadimplentes;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;3ª Vara do Juizado Especial Cível;Foro de Guarulhos;TRUE;NA;2016/003403;NA;1046177-56.2016.8.26.0224;NA;NA;2018-04-09;NA;NA
22602;00401811320188260002;Estabelecimentos de Ensino;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Claudia Marina Maimone Spagnuolo;CEJUSC (Pré-Processual);Foro Regional II - Santo Amaro;TRUE;NA;2018/004298;NA;0040181-13.2018.8.26.0002;NA;5293.63;2018-12-05;Livre;NA
539271;00279855120188260506;Empréstimo consignado;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;3ª Vara Cível;Foro de Ribeirão Preto;TRUE;1007342-26.2016.8.26.0506;2016/000514;NA;1007342-26.2016.8.26.0506;NA;NA;2018-08-31;NA;NA
559784;00159873920188260554;Planos de Saúde;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;2ª Vara Cível;Foro de Santo André;TRUE;1017366-66.2016.8.26.0554;2016/001147;NA;1017366-66.2016.8.26.0554;NA;NA;2018-07-23;NA;NA
497679;00105193420188260477;Assinatura Básica Mensal;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;João Luciano Sales do Nascimento;Vara do Juizado Especial Cível e Criminal;Foro de Praia Grande;TRUE;NA;2018/002652;NA;0010519-34.2018.8.26.0477;Extinto;12118.43;2018-08-13;Livre;NA
301699;00450953620188260224;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara do Juizado Especial Cível;Foro de Guarulhos;TRUE;NA;2018/001307;NA;0021524-36.2018.8.26.0224;NA;2168.49;2018-10-29;NA;NA
52867;00068018420188260006;DIREITO DO CONSUMIDOR;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;4ª Vara Cível;Foro Regional VI - Penha de França;TRUE;1005045-91.2016.8.26.0006;2016/000704;NA;1005045-91.2016.8.26.0006;NA;NA;2018-07-31;NA;NA
6111;00270134420188260001;Transporte Aéreo;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;6ª Vara Cível;Foro Regional I - Santana;TRUE;NA;2017/000142;NA;1002114-96.2017.8.26.0001;NA;NA;2018-10-26;NA;NA
172202;00028826820188260077;Contratos de Consumo;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;LUCAS GAJARDONI FERNANDES;CEJUSC (Pré-Processual);Foro de Birigui;TRUE;NA;2018/000434;NA;0002882-68.2018.8.26.0077;Extinto;267.63;2018-03-22;Direcionada;NA
526239;00260853320188260506;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento de sentença;Armenio Gomes Duarte Neto;9ª Vara Cível;Foro de Ribeirão Preto;TRUE;NA;2014/001502;NA;1019766-71.2014.8.26.0506;NA;NA;2018-08-13;NA;NA
559006;00122494320188260554;Planos de Saúde;DIREITO DO CONSUMIDOR;Procedimento Comum;Bianca Ruffolo Chojniak;6ª Vara Cível;Foro de Santo André;TRUE;NA;2018/000830;Indenização por Dano Moral;0012249-43.2018.8.26.0554;Extinto;10000;2018-06-12;Livre;NA
299521;00138362320188260224;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Vera Lúcia Calviño de Campos;2ª Vara do Juizado Especial Cível;Foro de Guarulhos;FALSE;NA;2018/000801;NA;0013836-23.2018.8.26.0224;Extinto;16000;2018-04-04;Livre;NA
619324;00293182220188260576;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Cristiano de Castro Jarreta Coelho;Vara do Juizado Especial Cível;Foro de São José do Rio Preto;TRUE;NA;2018/007380;NA;0029318-22.2018.8.26.0576;NA;4776;2018-09-24;Livre;NA
439886;00024324720188260394;Estabelecimentos de Ensino;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Michelli Vieira do Lago Ruesta Changman;CEJUSC (Pré-Processual);Foro de Nova Odessa;TRUE;NA;2018/000711;NA;0002432-47.2018.8.26.0394;NA;21904.68;2018-11-21;Livre;NA
30495;00109815520188260003;Interpretação / Revisão de Contrato;DIREITO DO CONSUMIDOR;Incidente de Desconsideração de Personalidade Jurídica;NA;1ª Vara Cível;Foro Regional III - Jabaquara;FALSE;0000470-37.2014.8.26.0003;2014/000166;NA;0000470-37.2014.8.26.0003;NA;NA;2018-08-29;NA;NA
225125;00090859020188260127;Inclusão Indevida em Cadastro de Inadimplentes;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;4ª Vara Cível;Foro de Carapicuíba;TRUE;1002717-48.2018.8.26.0127;2018/000674;NA;1002717-48.2018.8.26.0127;NA;NA;2018-09-17;NA;NA
427672;00177013120188260361;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;4ª Vara Cível;Foro de Mogi das Cruzes;TRUE;NA;2014/001584;NA;1006942-30.2014.8.26.0361;NA;NA;2018-11-09;NA;NA
378785;00067198120188260320;Cancelamento de vôo;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Marcelo Vieira;Vara do Juizado Especial Cível e Criminal;Foro de Limeira;TRUE;NA;2018/001183;NA;0006719-81.2018.8.26.0320;Extinto;5890.05;2018-04-17;Livre;NA
87787;00095237620188260011;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento Provisório de Sentença;NA;1ª Vara Cível;Foro Regional XI - Pinheiros;TRUE;1002065-88.2018.8.26.0011;2018/000290;NA;1002065-88.2018.8.26.0011;NA;NA;2018-11-22;NA;NA
234875;00072465220188260152;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;3ª Vara Civel;Foro de Cotia;TRUE;NA;2014/003093;NA;1007304-77.2014.8.26.0152;NA;NA;2018-08-09;NA;NA
338900;00009933420188260286;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Marcos Soares Machado;Juizado Especial Cível;Foro de Itu;TRUE;NA;2018/000302;NA;0000993-34.2018.8.26.0286;NA;7008;2018-02-23;Livre;NA
583715;00098432520188260562;Responsabilidade do Fornecedor;DIREITO DO CONSUMIDOR;Incidente de Desconsideração de Personalidade Jurídica;NA;Juizado Especial Cível Anexo UNISANTOS;Foro de Santos;TRUE;NA;2016/000245;NA;0010166-98.2016.8.26.0562;NA;NA;2018-04-13;NA;NA
602868;00109517720188260566;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Incidente de Desconsideração de Personalidade Jurídica;NA;2ª Vara Cível;Foro de São Carlos;TRUE;NA;2014/001471;NA;0002174-06.2018.8.26.0566;NA;NA;2018-11-21;NA;NA
41070;00077008820188260004;Empréstimo consignado;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;4ª Vara Cível;Foro Regional IV - Lapa;TRUE;NA;2017/000555;NA;1003669-42.2017.8.26.0004;NA;NA;2018-05-24;NA;NA
129240;00052451820188260048;Contratos de Consumo;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Rogério Aparecido Correia Dias;CEJUSC (Pré-Processual);Foro de Atibaia;TRUE;NA;2018/000809;NA;0005245-18.2018.8.26.0048;Extinto;NA;2018-07-31;Direcionada;NA
250545;00108742220188260161;Planos de Saúde;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Luiz Fernando Parreira Milena;Vara do Juizado Especial Cível;Foro de Diadema;TRUE;NA;2018/002445;NA;0010874-22.2018.8.26.0161;NA;8000;2018-08-03;Livre;NA
114307;00088535720188260037;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;ROGERIO BELLENTANI ZAVARIZE;Vara do Juizado Especial Cível;Foro de Araraquara;FALSE;NA;2018/001428;NA;0008853-57.2018.8.26.0037;NA;954;2018-07-20;Dependência (0004325-77.2018.8.26.0037);NA
108183;00102965820188260032;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Antonio Fernando Sanches Batagelo;Vara do Juizado Especial Cível;Foro de Araçatuba;TRUE;NA;2018/001407;NA;0010296-58.2018.8.26.0032;Extinto;1899.05;2018-06-21;Livre;NA
32954;00029496120188260003;Planos de Saúde;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;3ª Vara Cível;Foro Regional III - Jabaquara;TRUE;NA;2015/002009;NA;1015075-34.2015.8.26.0003;NA;NA;2018-03-13;NA;NA
128488;00035668020188260048;Estabelecimentos de Ensino;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Rogério Aparecido Correia Dias;CEJUSC (Pré-Processual);Foro de Atibaia;TRUE;NA;2018/000550;NA;0003566-80.2018.8.26.0048;Extinto;NA;2018-05-23;Direcionada;NA
219298;00042592420188260126;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Fábio Bernardes de Oliveira Filho;Vara do Juizado Especial Cível e Criminal;Foro de Caraguatatuba;TRUE;NA;2018/001272;NA;0004259-24.2018.8.26.0126;NA;1000;2018-05-09;Livre;NA
405376;00021444620188260347;Fornecimento de Água;DIREITO DO CONSUMIDOR;Cumprimento de Sentença contra a Fazenda Pública;NA;Setor das Execuções Fiscais;Foro de Matão;TRUE;NA;2015/005409;NA;1504946-45.2015.8.26.0347;NA;NA;2018-05-03;NA;NA
21516;00295848220188260002;Financiamento de Produto;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Claudia Marina Maimone Spagnuolo;CEJUSC (Pré-Processual);Foro Regional II - Santo Amaro;TRUE;NA;2018/003092;NA;0029584-82.2018.8.26.0002;Extinto;NA;2018-09-05;Livre;NA
245565;00024024420188260157;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;Vara do Juizado Especial Cível e Criminal;Foro de Cubatão;TRUE;NA;2017/000025;NA;0000016-75.2017.8.26.0157;NA;547.46;2018-08-14;NA;NA
110621;00000655420188260037;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;6ª Vara Cível;Foro de Araraquara;TRUE;NA;2016/000584;NA;1006774-59.2016.8.26.0037;NA;12672.98;2017-12-26;NA;NA
661190;00068992720188260602;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Cumprimento de sentença;Tamar Oliva de Souza Totaro;2ª Vara do Juizado Especial Cível;Foro de Sorocaba;TRUE;NA;2017/001051;NA;1014171-89.2017.8.26.0602;NA;1529.79;2018-04-04;NA;NA
588587;00127428720188260564;Transporte Aéreo;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Carlos Gustavo Visconti;Anexo do Juizado Especial Cível;Foro de São Bernardo do Campo;TRUE;NA;2018/000969;NA;0012742-87.2018.8.26.0564;Extinto;2227.21;2018-05-10;Livre;NA
521569;00008986220188260493;Contratos de Consumo;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;MARCEL PANGONI GUERRA;CEJUSC (Pré-Processual);Foro de Regente Feijó;TRUE;NA;2018/000151;NA;0000898-62.2018.8.26.0493;Extinto;863;2018-04-20;Livre;NA
87176;00086264820188260011;Planos de Saúde;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara Cível;Foro Regional XI - Pinheiros;TRUE;1009581-33.2016.8.26.0011;2016/001449;NA;1009581-33.2016.8.26.0011;NA;NA;2018-10-16;NA;NA
367464;00069565120188260309;Planos de Saúde;DIREITO DO CONSUMIDOR;Cumprimento Provisório de Decisão;NA;4ª Vara Cível;Foro de Jundiaí;TRUE;NA;2016/000985;NA;1008972-29.2016.8.26.0309;NA;NA;2018-05-16;NA;NA
370022;00182899720188260309;Fornecimento de Água;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara Cível;Foro de Jundiaí;TRUE;NA;2018/000897;NA;1009330-23.2018.8.26.0309;NA;NA;2018-12-14;NA;NA
77265;00084135120188260008;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Pedro Paulo Maillet Preuss;1ª Vara do Juizado Especial Cível;Foro Regional VIII - Tatuapé;TRUE;NA;2018/003585;NA;0008413-51.2018.8.26.0008;NA;19080;2018-10-02;Livre;NA
423672;00143253720188260361;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Thiago Massao Cortizo Teraoka;Vara do Juizado Especial Cível e Criminal;Foro de Mogi das Cruzes;TRUE;NA;2018/003885;NA;0014325-37.2018.8.26.0361;Extinto;1680;2018-09-10;Livre;NA
628754;00206011820188260577;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Marcos Alexandre Bronzatto Pagan;2ª Vara do Juizado Especial Cível;Foro de São José dos Campos;TRUE;NA;2018/002125;NA;0020601-18.2018.8.26.0577;NA;9760;2018-08-13;Livre;NA
523704;00030955120188260505;Estabelecimentos de Ensino;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Maria Carolina Marques Caro Quintiliano;Vara do Juizado Especial Cível e Criminal;Foro de Ribeirão Pires;TRUE;NA;2018/001527;NA;0003095-51.2018.8.26.0505;NA;3476.28;2018-09-25;Livre;NA
366177;00007242320188260309;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;FERNANDO BONFIETTI IZIDORO;Vara do Juizado Especial Cível;Foro de Jundiaí;TRUE;NA;2018/000130;NA;0000724-23.2018.8.26.0309;NA;18740;2018-01-22;Livre;NA
59236;00127473420188260007;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;PATRICIA SOARES DE ALBUQUERQUE;Vara do Juizado Especial Cível;Foro Regional VII - Itaquera;TRUE;NA;2018/003831;NA;0012747-34.2018.8.26.0007;NA;3317.91;2018-06-08;Direcionada;NA
159424;00316692820188260071;Fornecimento de Energia Elétrica;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara do Juizado Especial Cível;Foro de Bauru;TRUE;NA;2017/000920;NA;1017636-50.2017.8.26.0071;NA;NA;2018-11-26;NA;NA
340092;00033663820188260286;Inclusão Indevida em Cadastro de Inadimplentes;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;3ª Vara Cível;Foro de Itu;TRUE;NA;2015/000882;NA;1003916-21.2015.8.26.0286;NA;NA;2018-06-08;NA;NA
255127;00045924420188260168;Contratos de Consumo;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;MARCUS FRAZÃO FROTA;Centro Jud. de Solução de Conflitos e Cidadania;Foro de Dracena;TRUE;NA;2018/000889;Renegociação Coletiva de Dívidas;0004592-44.2018.8.26.0168;Extinto;NA;2018-07-17;Direcionada;NA
632250;00251316520188260577;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;DENISE VIEIRA MOREIRA;2ª Vara do Juizado Especial Cível;Foro de São José dos Campos;TRUE;NA;2018/002583;NA;0025131-65.2018.8.26.0577;Extinto;571.76;2018-09-21;Livre;NA
439875;00024211820188260394;Estabelecimentos de Ensino;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Michelli Vieira do Lago Ruesta Changman;CEJUSC (Pré-Processual);Foro de Nova Odessa;TRUE;NA;2018/000700;NA;0002421-18.2018.8.26.0394;NA;4629.7;2018-11-21;Livre;NA
99720;00082294720188260024;Contratos de Consumo;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara;Foro de Andradina;TRUE;NA;2016/001788;NA;1003003-15.2016.8.26.0024;NA;NA;2018-11-06;NA;NA
11910;00210704620188260001;Estabelecimentos de Ensino;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Jorge Alberto Quadros de Carvalho Silva;CEJUSC (Pré-Processual);Foro Regional I - Santana;TRUE;NA;2018/001840;NA;0021070-46.2018.8.26.0001;Extinto;NA;2018-08-22;Direcionada;NA
693860;00006828820188260659;Serviços Profissionais;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Juan Paulo Haye Biazevic;Vara do Juizado Especial Cível e Criminal;Foro de Vinhedo;TRUE;NA;2018/000156;NA;0000682-88.2018.8.26.0659;Extinto;160;2018-03-07;Livre;NA
613672;00059204620188260576;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Procedimento do Juizado Especial Cível;Cristiano de Castro Jarreta Coelho;Vara do Juizado Especial Cível;Foro de São José do Rio Preto;TRUE;NA;2018/001575;NA;0005920-46.2018.8.26.0576;NA;3250;2018-02-27;Livre;NA
325066;00035876920188260270;Protesto Indevido de Título;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara Judicial;Foro de Itapeva;TRUE;NA;2018/000516;NA;1001000-57.2018.8.26.0270;NA;NA;2018-11-23;NA;NA
115217;00108342420188260037;Rescisão do contrato e devolução do dinheiro;DIREITO DO CONSUMIDOR;Reclamação Pré-processual;Adriana Albergueti Albano;CEJUSC (Pré-Processual);Foro de Araraquara;TRUE;NA;2018/001274;NA;0010834-24.2018.8.26.0037;Extinto;NA;2018-08-30;Direcionada;NA
9737;00117731520188260001;Inclusão Indevida em Cadastro de Inadimplentes;DIREITO DO CONSUMIDOR;Cumprimento de sentença;NA;1ª Vara do Juizado Especial Cível;Foro Regional I - Santana;TRUE;NA;2017/003765;NA;1027659-71.2017.8.26.0001;NA;NA;2018-05-07;NA;NA
